x,y,z
7.443310,-0.807038,-0.793028
7.428558,-0.793733,-0.806952
7.443310,-0.807038,-0.793028
7.442360,-0.808464,-0.792063
7.404917,-0.856863,-0.635837
7.405103,-0.856248,-0.634007
7.405103,-0.856248,-0.634007
7.404917,-0.856863,-0.635837
7.418656,-0.871527,-0.621016
7.405103,-0.856248,-0.634007
7.418656,-0.871527,-0.621016
7.418874,-0.870946,-0.619153
7.403540,-0.860337,-0.622883
7.402558,-0.861728,-0.621955
7.402558,-0.861728,-0.621955
7.403540,-0.860337,-0.622883
7.417310,-0.875034,-0.608029
7.402558,-0.861728,-0.621955
7.417310,-0.875034,-0.608029
7.416359,-0.876458,-0.607068
7.392613,-0.889039,-0.548295
7.392800,-0.888424,-0.546464
7.392800,-0.888424,-0.546464
7.392613,-0.889039,-0.548295
7.406353,-0.903704,-0.533472
7.392800,-0.888424,-0.546464
7.406353,-0.903704,-0.533472
7.406570,-0.903122,-0.531611
7.391237,-0.892513,-0.535340
7.390255,-0.893904,-0.534411
7.390255,-0.893904,-0.534411
7.391237,-0.892513,-0.535340
7.405007,-0.907210,-0.520487
7.390255,-0.893904,-0.534411
7.405007,-0.907210,-0.520487
7.404057,-0.908636,-0.519522
7.366613,-0.957035,-0.363296
7.366800,-0.956420,-0.361467
7.366800,-0.956420,-0.361467
7.366613,-0.957035,-0.363296
7.380353,-0.971699,-0.348475
7.366800,-0.956420,-0.361467
7.380353,-0.971699,-0.348475
7.380570,-0.971117,-0.346612
7.365237,-0.960509,-0.350341
7.364255,-0.961900,-0.349414
7.364255,-0.961900,-0.349414
7.365237,-0.960509,-0.350341
7.379007,-0.975206,-0.335488
7.364255,-0.961900,-0.349414
7.379007,-0.975206,-0.335488
7.378056,-0.976630,-0.334526
7.354310,-0.989211,-0.275753
7.354497,-0.988596,-0.273923
7.354497,-0.988596,-0.273923
7.354310,-0.989211,-0.275753
7.368050,-1.003875,-0.260933
7.354497,-0.988596,-0.273923
7.368050,-1.003875,-0.260933
7.368267,-1.003293,-0.259069
7.352933,-0.992685,-0.262799
7.351952,-0.994076,-0.261871
7.351952,-0.994076,-0.261871
7.352933,-0.992685,-0.262799
7.366704,-1.007382,-0.247945
7.351952,-0.994076,-0.261871
7.366704,-1.007382,-0.247945
7.365754,-1.008808,-0.246981
7.328310,-1.057207,-0.090754
7.328497,-1.056592,-0.088925
7.328497,-1.056592,-0.088925
7.328310,-1.057207,-0.090754
7.342050,-1.071871,-0.075934
7.328497,-1.056592,-0.088925
7.342050,-1.071871,-0.075934
7.342268,-1.071289,-0.074072
7.326934,-1.060680,-0.077801
7.325952,-1.062071,-0.076872
7.325952,-1.062071,-0.076872
7.326934,-1.060680,-0.077801
7.340704,-1.075377,-0.062948
7.325952,-1.062071,-0.076872
7.340704,-1.075377,-0.062948
7.339753,-1.076801,-0.061986
7.316007,-1.089382,-0.003212
7.316194,-1.088768,-0.001381
7.316194,-1.088768,-0.001381
7.316007,-1.089382,-0.003212
7.329747,-1.104047,0.011609
7.316194,-1.088768,-0.001381
7.329747,-1.104047,0.011609
7.329964,-1.103465,0.013472
7.314630,-1.092857,0.009743
7.313649,-1.094247,0.010670
7.313649,-1.094247,0.010670
7.314630,-1.092857,0.009743
7.328401,-1.107554,0.024596
7.313649,-1.094247,0.010670
7.328401,-1.107554,0.024596
7.327451,-1.108979,0.025559
7.290008,-1.157378,0.181785
7.290194,-1.156763,0.183616
7.290194,-1.156763,0.183616
7.290008,-1.157378,0.181785
7.303747,-1.172042,0.196606
7.290194,-1.156763,0.183616
7.303747,-1.172042,0.196606
7.303964,-1.171461,0.198469
7.288630,-1.160852,0.194740
7.287649,-1.162243,0.195669
7.287649,-1.162243,0.195669
7.288630,-1.160852,0.194740
7.302401,-1.175549,0.209593
7.287649,-1.162243,0.195669
7.302401,-1.175549,0.209593
7.301450,-1.176973,0.210555
7.277704,-1.189554,0.269330
7.277891,-1.188939,0.271158
7.277891,-1.188939,0.271158
7.277704,-1.189554,0.269330
7.291443,-1.204219,0.284150
7.277891,-1.188939,0.271158
7.291443,-1.204219,0.284150
7.291661,-1.203637,0.286013
7.276327,-1.193028,0.282283
7.275345,-1.194419,0.283212
7.275345,-1.194419,0.283212
7.276327,-1.193028,0.282283
7.290097,-1.207726,0.297137
7.275345,-1.194419,0.283212
7.290097,-1.207726,0.297137
7.289148,-1.209151,0.298101
7.251704,-1.257550,0.454327
7.251891,-1.256935,0.456157
7.251891,-1.256935,0.456157
7.251704,-1.257550,0.454327
7.265444,-1.272214,0.469148
7.251891,-1.256935,0.456157
7.265444,-1.272214,0.469148
7.265661,-1.271632,0.471011
7.250327,-1.261024,0.467282
7.249346,-1.262414,0.468209
7.249346,-1.262414,0.468209
7.250327,-1.261024,0.467282
7.264098,-1.275721,0.482135
7.249346,-1.262414,0.468209
7.264098,-1.275721,0.482135
7.263147,-1.277145,0.483096
7.239401,-1.289726,0.541871
7.239587,-1.289111,0.543700
7.239587,-1.289111,0.543700
7.239401,-1.289726,0.541871
7.253140,-1.304391,0.556692
7.239587,-1.289111,0.543700
7.253140,-1.304391,0.556692
7.253358,-1.303808,0.558553
7.238024,-1.293200,0.554824
7.237042,-1.294591,0.555753
7.237042,-1.294591,0.555753
7.238024,-1.293200,0.554824
7.251794,-1.307897,0.569679
7.237042,-1.294591,0.555753
7.251794,-1.307897,0.569679
7.250844,-1.309323,0.570642
7.213401,-1.357721,0.726868
7.213588,-1.357107,0.728699
7.314108,-1.417670,0.733161
7.314071,-1.418447,0.731498
7.294463,-1.396951,0.712524
7.294991,-1.398325,0.711458
7.294991,-1.398325,0.711458
7.294463,-1.396951,0.712524
7.319915,-1.330386,0.531419
7.320260,-1.332240,0.531655
7.320260,-1.332240,0.531655
7.319915,-1.330386,0.531419
7.344393,-1.338467,0.517670
7.320260,-1.332240,0.531655
7.344393,-1.338467,0.517670
7.344739,-1.340321,0.517907
7.344739,-1.340321,0.517907
7.344393,-1.338467,0.517670
7.352411,-1.317498,0.460619
7.352941,-1.318873,0.459553
7.352941,-1.318873,0.459553
7.352411,-1.317498,0.460619
7.332766,-1.296780,0.439983
7.352941,-1.318873,0.459553
7.332766,-1.296780,0.439983
7.333294,-1.298154,0.438916
7.333294,-1.298154,0.438916
7.332766,-1.296780,0.439983
7.358219,-1.230215,0.258877
7.358563,-1.232068,0.259114
7.358563,-1.232068,0.259114
7.358219,-1.230215,0.258877
7.382697,-1.238295,0.245129
7.358563,-1.232068,0.259114
7.382697,-1.238295,0.245129
7.383043,-1.240149,0.245366
7.383043,-1.240149,0.245366
7.382697,-1.238295,0.245129
7.390714,-1.217326,0.188078
7.391244,-1.218701,0.187011
7.391244,-1.218701,0.187011
7.390714,-1.217326,0.188078
7.371069,-1.196608,0.167443
7.391244,-1.218701,0.187011
7.371069,-1.196608,0.167443
7.371597,-1.197982,0.166375
7.371597,-1.197982,0.166375
7.371069,-1.196608,0.167443
7.396522,-1.130043,-0.013664
7.396866,-1.131896,-0.013427
7.396866,-1.131896,-0.013427
7.396522,-1.130043,-0.013664
7.421000,-1.138124,-0.027411
7.396866,-1.131896,-0.013427
7.421000,-1.138124,-0.027411
7.421346,-1.139977,-0.027176
7.421346,-1.139977,-0.027176
7.421000,-1.138124,-0.027411
7.429018,-1.117155,-0.084462
7.429547,-1.118530,-0.085528
7.429547,-1.118530,-0.085528
7.429018,-1.117155,-0.084462
7.409372,-1.096437,-0.105098
7.429547,-1.118530,-0.085528
7.409372,-1.096437,-0.105098
7.409900,-1.097811,-0.106165
7.409900,-1.097811,-0.106165
7.409372,-1.096437,-0.105098
7.434824,-1.029871,-0.286204
7.435170,-1.031724,-0.285969
7.435170,-1.031724,-0.285969
7.434824,-1.029871,-0.286204
7.459302,-1.037952,-0.299953
7.435170,-1.031724,-0.285969
7.459302,-1.037952,-0.299953
7.459649,-1.039806,-0.299716
7.459649,-1.039806,-0.299716
7.459302,-1.037952,-0.299953
7.467320,-1.016983,-0.357003
7.467850,-1.018358,-0.358070
7.467850,-1.018358,-0.358070
7.467320,-1.016983,-0.357003
7.447675,-0.996265,-0.377640
7.467850,-1.018358,-0.358070
7.447675,-0.996265,-0.377640
7.448203,-0.997639,-0.378706
7.448203,-0.997639,-0.378706
7.447675,-0.996265,-0.377640
7.473128,-0.929700,-0.558745
7.473473,-0.931553,-0.558508
7.473473,-0.931553,-0.558508
7.473128,-0.929700,-0.558745
7.497606,-0.937780,-0.572494
7.473473,-0.931553,-0.558508
7.497606,-0.937780,-0.572494
7.497952,-0.939634,-0.572257
7.497952,-0.939634,-0.572257
7.497606,-0.937780,-0.572494
7.505624,-0.916811,-0.629545
7.506153,-0.918186,-0.630611
7.506153,-0.918186,-0.630611
7.505624,-0.916811,-0.629545
7.485978,-0.896093,-0.650181
7.506153,-0.918186,-0.630611
7.485978,-0.896093,-0.650181
7.486506,-0.897467,-0.651248
7.486506,-0.897467,-0.651248
7.485978,-0.896093,-0.650181
7.511431,-0.829528,-0.831287
7.511776,-0.831381,-0.831050
7.511776,-0.831381,-0.831050
7.511431,-0.829528,-0.831287
7.535909,-0.837608,-0.845035
7.511776,-0.831381,-0.831050
7.535909,-0.837608,-0.845035
7.536255,-0.839462,-0.844798
7.536255,-0.839462,-0.844798
7.535909,-0.837608,-0.845035
7.543927,-0.816640,-0.902086
7.544457,-0.818011,-0.903161
7.544457,-0.818011,-0.903161
7.543927,-0.816640,-0.902086
7.519944,-0.791646,-0.926613
7.519712,-0.792223,-0.928467
7.519712,-0.792223,-0.928467
7.519944,-0.791646,-0.926613
7.457177,-0.770774,-0.891695
7.456959,-0.771356,-0.893558
7.454662,-0.776286,-0.879609
7.455614,-0.774862,-0.880571
7.518381,-0.795735,-0.915489
7.517445,-0.797163,-0.914536
7.517445,-0.797163,-0.914536
7.518381,-0.795735,-0.915489
7.535459,-0.813532,-0.898024
7.533762,-0.814167,-0.897851
7.533762,-0.814167,-0.897851
7.535459,-0.813532,-0.898024
7.528829,-0.830872,-0.850847
7.527316,-0.831023,-0.851989
7.527316,-0.831023,-0.851989
7.528829,-0.830872,-0.850847
7.444873,-0.802950,-0.804151
7.444656,-0.803532,-0.806014
7.442360,-0.808464,-0.792063
7.443310,-0.807038,-0.793028
7.500827,-0.826027,-0.825332
7.442360,-0.808464,-0.792063
7.500827,-0.826027,-0.825332
7.498942,-0.827144,-0.823843
7.474829,-0.890206,-0.652266
7.476344,-0.890056,-0.651125
7.418874,-0.870946,-0.619153
7.418656,-0.871527,-0.621016
7.476344,-0.890056,-0.651125
7.474829,-0.890206,-0.652266
7.498942,-0.827144,-0.823843
7.500827,-0.826027,-0.825332
7.416359,-0.876458,-0.607068
7.417310,-0.875034,-0.608029
7.480078,-0.895906,-0.642947
7.479142,-0.897335,-0.641995
7.479142,-0.897335,-0.641995
7.480078,-0.895906,-0.642947
7.497156,-0.913704,-0.625482
7.495458,-0.914339,-0.625309
7.495458,-0.914339,-0.625309
7.497156,-0.913704,-0.625482
7.490526,-0.931044,-0.578306
7.489013,-0.931195,-0.579447
7.489013,-0.931195,-0.579447
7.490526,-0.931044,-0.578306
7.406570,-0.903122,-0.531611
7.406353,-0.903704,-0.533472
7.404057,-0.908636,-0.519522
7.405007,-0.907210,-0.520487
7.462523,-0.926198,-0.552790
7.404057,-0.908636,-0.519522
7.462523,-0.926198,-0.552790
7.460639,-0.927316,-0.551301
7.436526,-0.990378,-0.379725
7.438040,-0.990228,-0.378584
7.380570,-0.971117,-0.346612
7.380353,-0.971699,-0.348475
7.438040,-0.990228,-0.378584
7.436526,-0.990378,-0.379725
7.460639,-0.927316,-0.551301
7.462523,-0.926198,-0.552790
7.378056,-0.976630,-0.334526
7.379007,-0.975206,-0.335488
7.441775,-0.996078,-0.370408
7.440839,-0.997507,-0.369453
7.440839,-0.997507,-0.369453
7.441775,-0.996078,-0.370408
7.458853,-1.013876,-0.352941
7.457155,-1.014511,-0.352768
7.457155,-1.014511,-0.352768
7.458853,-1.013876,-0.352941
7.452223,-1.031216,-0.305765
7.450709,-1.031367,-0.306906
7.450709,-1.031367,-0.306906
7.452223,-1.031216,-0.305765
7.368267,-1.003293,-0.259069
7.368050,-1.003875,-0.260933
7.365754,-1.008808,-0.246981
7.366704,-1.007382,-0.247945
7.424221,-1.026370,-0.280249
7.365754,-1.008808,-0.246981
7.424221,-1.026370,-0.280249
7.422336,-1.027488,-0.278760
7.398223,-1.090549,-0.107185
7.399737,-1.090399,-0.106042
7.342268,-1.071289,-0.074072
7.342050,-1.071871,-0.075934
7.399737,-1.090399,-0.106042
7.398223,-1.090549,-0.107185
7.422336,-1.027488,-0.278760
7.424221,-1.026370,-0.280249
7.339753,-1.076801,-0.061986
7.340704,-1.075377,-0.062948
7.403471,-1.096249,-0.097866
7.339753,-1.076801,-0.061986
7.403471,-1.096249,-0.097866
7.402536,-1.097678,-0.096913
7.402536,-1.097678,-0.096913
7.403471,-1.096249,-0.097866
7.420549,-1.114048,-0.080399
7.418852,-1.114682,-0.080226
7.418852,-1.114682,-0.080226
7.420549,-1.114048,-0.080399
7.413919,-1.131387,-0.033223
7.412406,-1.131538,-0.034366
7.412406,-1.131538,-0.034366
7.413919,-1.131387,-0.033223
7.329964,-1.103465,0.013472
7.329747,-1.104047,0.011609
7.327451,-1.108979,0.025559
7.328401,-1.107554,0.024596
7.385917,-1.126542,-0.007708
7.384033,-1.127659,-0.006220
7.359920,-1.190721,0.165356
7.361434,-1.190571,0.166498
7.303964,-1.171461,0.198469
7.303747,-1.172042,0.196606
7.361434,-1.190571,0.166498
7.359920,-1.190721,0.165356
7.384033,-1.127659,-0.006220
7.385917,-1.126542,-0.007708
7.301450,-1.176973,0.210555
7.302401,-1.175549,0.209593
7.365169,-1.196421,0.174675
7.364233,-1.197850,0.175628
7.364233,-1.197850,0.175628
7.365169,-1.196421,0.174675
7.382246,-1.214220,0.192142
7.380548,-1.214854,0.192315
7.380548,-1.214854,0.192315
7.382246,-1.214220,0.192142
7.375617,-1.231559,0.239317
7.374104,-1.231710,0.238175
7.374104,-1.231710,0.238175
7.375617,-1.231559,0.239317
7.291661,-1.203637,0.286013
7.291443,-1.204219,0.284150
7.289148,-1.209151,0.298101
7.290097,-1.207726,0.297137
7.347614,-1.226714,0.264834
7.289148,-1.209151,0.298101
7.347614,-1.226714,0.264834
7.345730,-1.227831,0.266321
7.321617,-1.290893,0.437898
7.323131,-1.290743,0.439039
7.265661,-1.271632,0.471011
7.265444,-1.272214,0.469148
7.323131,-1.290743,0.439039
7.321617,-1.290893,0.437898
7.345730,-1.227831,0.266321
7.347614,-1.226714,0.264834
7.263147,-1.277145,0.483096
7.264098,-1.275721,0.482135
7.326865,-1.296593,0.447217
7.325929,-1.298022,0.448170
7.325929,-1.298022,0.448170
7.326865,-1.296593,0.447217
7.343944,-1.314391,0.464682
7.342246,-1.315026,0.464855
7.342246,-1.315026,0.464855
7.343944,-1.314391,0.464682
7.337313,-1.331730,0.511858
7.335800,-1.331882,0.510717
7.335800,-1.331882,0.510717
7.337313,-1.331730,0.511858
7.253358,-1.303808,0.558553
7.253140,-1.304391,0.556692
7.250844,-1.309323,0.570642
7.251794,-1.307897,0.569679
7.309311,-1.326885,0.537373
7.250844,-1.309323,0.570642
7.309311,-1.326885,0.537373
7.307427,-1.328003,0.538863
7.307427,-1.328003,0.538863
7.309311,-1.326885,0.537373
7.284828,-1.390914,0.711580
7.283313,-1.391065,0.710439
7.283313,-1.391065,0.710439
7.284828,-1.390914,0.711580
7.227358,-1.371804,0.743552
7.227140,-1.372386,0.741689
7.227140,-1.372386,0.741689
7.227358,-1.371804,0.743552
7.213588,-1.357107,0.728699
7.227140,-1.372386,0.741689
7.213588,-1.357107,0.728699
7.213401,-1.357721,0.726868
7.135564,-1.379884,0.916219
7.137435,-1.381541,0.917908
7.320439,-1.491055,0.903376
7.322673,-1.491658,0.901434
7.392159,-0.736084,-0.882927
7.400951,-0.713092,-0.945484
7.384470,-0.720934,-0.857008
7.386176,-0.716600,-0.868022
7.388319,-0.712922,-0.866369
7.386755,-0.717011,-0.855245
7.441843,-0.760165,-0.895424
7.446851,-0.751568,-0.891560
7.379852,-0.768270,-0.795359
7.390239,-0.741106,-0.869265
7.393309,-0.744083,-0.871739
7.382926,-0.771238,-0.797856
7.372166,-0.753110,-0.769464
7.373872,-0.748777,-0.780478
7.376015,-0.745099,-0.778825
7.374452,-0.749187,-0.767701
7.429540,-0.792341,-0.807882
7.434548,-0.783744,-0.804018
7.353858,-0.836253,-0.610395
7.377936,-0.773282,-0.781721
7.381006,-0.776259,-0.784194
7.356929,-0.839224,-0.612882
7.346166,-0.821106,-0.584466
7.347872,-0.816772,-0.595481
7.350015,-0.813094,-0.593828
7.348452,-0.817183,-0.582703
7.403540,-0.860337,-0.622883
7.408548,-0.851740,-0.619019
7.341550,-0.868438,-0.522827
7.351936,-0.841278,-0.596722
7.355006,-0.844255,-0.599195
7.344623,-0.871407,-0.525321
7.333863,-0.853282,-0.496924
7.335569,-0.848948,-0.507938
7.337712,-0.845270,-0.506285
7.336148,-0.849359,-0.495161
7.391237,-0.892513,-0.535340
7.396245,-0.883916,-0.531476
7.315551,-0.936432,-0.337833
7.339631,-0.873458,-0.509170
7.342701,-0.876435,-0.511642
7.318624,-0.939402,-0.340325
7.307863,-0.921277,-0.311925
7.309569,-0.916944,-0.322939
7.311712,-0.913266,-0.321286
7.310149,-0.917354,-0.310162
7.365237,-0.960509,-0.350341
7.370245,-0.951911,-0.346477
7.303248,-0.968608,-0.250292
7.313632,-0.941451,-0.324179
7.316702,-0.944427,-0.326653
7.306321,-0.971577,-0.252784
7.295560,-0.953453,-0.224383
7.297266,-0.949120,-0.235397
7.299408,-0.945442,-0.233744
7.297845,-0.949530,-0.222620
7.352933,-0.992685,-0.262799
7.357942,-0.984087,-0.258935
7.277247,-1.036607,-0.065284
7.301329,-0.973627,-0.236635
7.304399,-0.976604,-0.239109
7.280320,-1.039576,-0.067779
7.269560,-1.021449,-0.039384
7.271266,-1.017116,-0.050398
7.273409,-1.013438,-0.048745
7.271845,-1.017526,-0.037621
7.326934,-1.060680,-0.077801
7.331942,-1.052083,-0.073937
7.264943,-1.068784,0.022262
7.275329,-1.041623,-0.051636
7.278399,-1.044600,-0.054109
7.268016,-1.071753,0.019767
7.257257,-1.053625,0.048159
7.258963,-1.049292,0.037144
7.261106,-1.045614,0.038798
7.259542,-1.049702,0.049922
7.238949,-1.136766,0.207223
7.263026,-1.073799,0.035906
7.266096,-1.076776,0.033433
7.242020,-1.139738,0.204737
7.231256,-1.121621,0.233158
7.232963,-1.117287,0.222142
7.235106,-1.113609,0.223795
7.233542,-1.117698,0.234921
7.288630,-1.160852,0.194740
7.293639,-1.152255,0.198604
7.226642,-1.168951,0.294789
7.237027,-1.141791,0.220894
7.240097,-1.144767,0.218421
7.229714,-1.171920,0.292297
7.218954,-1.153797,0.320700
7.220659,-1.149464,0.309686
7.222802,-1.145785,0.311339
7.221239,-1.149874,0.322463
7.276327,-1.193028,0.282283
7.281335,-1.184430,0.286146
7.200640,-1.236952,0.479802
7.224724,-1.173968,0.308440
7.227794,-1.176945,0.305966
7.203713,-1.239920,0.477307
7.192954,-1.221792,0.505697
7.194660,-1.217459,0.494683
7.196803,-1.213781,0.496336
7.195239,-1.217869,0.507461
7.250327,-1.261024,0.467282
7.255335,-1.252426,0.471145
7.188336,-1.269128,0.567346
7.198723,-1.241965,0.493443
7.201793,-1.244942,0.490970
7.191410,-1.272096,0.564849
7.180650,-1.253969,0.593242
7.182356,-1.249635,0.582227
7.184499,-1.245957,0.583880
7.182936,-1.250046,0.595005
7.238024,-1.293200,0.554824
7.243032,-1.284602,0.558688
7.162338,-1.337120,0.752334
7.186419,-1.274142,0.580987
7.189489,-1.277119,0.578514
7.165411,-1.340089,0.749840
7.335742,-1.430457,0.730130
7.340329,-1.431024,0.730566
7.443407,-0.756077,-0.906548
7.457177,-0.770774,-0.891695
7.459029,-0.767594,-0.890266
7.448415,-0.747479,-0.902684
7.455614,-0.774862,-0.880571
7.441843,-0.760165,-0.895424
7.446851,-0.751568,-0.891560
7.455614,-0.774862,-0.880571
7.446851,-0.751568,-0.891560
7.457466,-0.771683,-0.879142
7.430916,-0.788868,-0.820835
7.440862,-0.761556,-0.894496
7.454662,-0.776286,-0.879609
7.444656,-0.803532,-0.806014
7.431103,-0.788253,-0.819006
7.444873,-0.802950,-0.804151
7.446725,-0.799771,-0.802722
7.431103,-0.788253,-0.819006
7.446725,-0.799771,-0.802722
7.436111,-0.779655,-0.815142
7.443310,-0.807038,-0.793028
7.429540,-0.792341,-0.807882
7.434548,-0.783744,-0.804018
7.443310,-0.807038,-0.793028
7.434548,-0.783744,-0.804018
7.445162,-0.803859,-0.791599
7.442360,-0.808464,-0.792063
7.418656,-0.871527,-0.621016
7.404917,-0.856863,-0.635837
7.428558,-0.793733,-0.806952
7.405103,-0.856248,-0.634007
7.418874,-0.870946,-0.619153
7.420726,-0.867766,-0.617724
7.410111,-0.847651,-0.630143
7.417310,-0.875034,-0.608029
7.403540,-0.860337,-0.622883
7.408548,-0.851740,-0.619019
7.417310,-0.875034,-0.608029
7.408548,-0.851740,-0.619019
7.419162,-0.871855,-0.606600
7.392613,-0.889039,-0.548295
7.402558,-0.861728,-0.621955
7.416359,-0.876458,-0.607068
7.406353,-0.903704,-0.533472
7.392800,-0.888424,-0.546464
7.406570,-0.903122,-0.531611
7.408422,-0.899942,-0.530182
7.392800,-0.888424,-0.546464
7.408422,-0.899942,-0.530182
7.397808,-0.879827,-0.542600
7.405007,-0.907210,-0.520487
7.391237,-0.892513,-0.535340
7.396245,-0.883916,-0.531476
7.406859,-0.904031,-0.519058
7.390255,-0.893904,-0.534411
7.366613,-0.957035,-0.363296
7.366800,-0.956420,-0.361467
7.380570,-0.971117,-0.346612
7.382422,-0.967938,-0.345183
7.366800,-0.956420,-0.361467
7.382422,-0.967938,-0.345183
7.371809,-0.947822,-0.357603
7.379007,-0.975206,-0.335488
7.365237,-0.960509,-0.350341
7.370245,-0.951911,-0.346477
7.380859,-0.972026,-0.334059
7.364255,-0.961900,-0.349414
7.354310,-0.989211,-0.275753
7.354497,-0.988596,-0.273923
7.368267,-1.003293,-0.259069
7.370119,-1.000114,-0.257640
7.354497,-0.988596,-0.273923
7.370119,-1.000114,-0.257640
7.359505,-0.979999,-0.270059
7.366704,-1.007382,-0.247945
7.352933,-0.992685,-0.262799
7.357942,-0.984087,-0.258935
7.368556,-1.004202,-0.246516
7.351952,-0.994076,-0.261871
7.328310,-1.057207,-0.090754
7.328497,-1.056592,-0.088925
7.342268,-1.071289,-0.074072
7.344120,-1.068109,-0.072643
7.328497,-1.056592,-0.088925
7.344120,-1.068109,-0.072643
7.333505,-1.047994,-0.085062
7.340704,-1.075377,-0.062948
7.326934,-1.060680,-0.077801
7.331942,-1.052083,-0.073937
7.342556,-1.072198,-0.061519
7.325952,-1.062071,-0.076872
7.316007,-1.089382,-0.003212
7.316194,-1.088768,-0.001381
7.329964,-1.103465,0.013472
7.331816,-1.100286,0.014901
7.316194,-1.088768,-0.001381
7.331816,-1.100286,0.014901
7.321202,-1.080171,0.002482
7.328401,-1.107554,0.024596
7.314630,-1.092857,0.009743
7.319638,-1.084259,0.013607
7.328401,-1.107554,0.024596
7.319638,-1.084259,0.013607
7.330253,-1.104374,0.026025
7.313649,-1.094247,0.010670
7.290008,-1.157378,0.181785
7.290194,-1.156763,0.183616
7.303964,-1.171461,0.198469
7.305816,-1.168281,0.199898
7.295202,-1.148166,0.187480
7.302401,-1.175549,0.209593
7.288630,-1.160852,0.194740
7.293639,-1.152255,0.198604
7.304253,-1.172369,0.211022
7.287649,-1.162243,0.195669
7.277704,-1.189554,0.269330
7.277891,-1.188939,0.271158
7.291661,-1.203637,0.286013
7.293513,-1.200457,0.287442
7.277891,-1.188939,0.271158
7.293513,-1.200457,0.287442
7.282899,-1.180342,0.275022
7.290097,-1.207726,0.297137
7.276327,-1.193028,0.282283
7.281335,-1.184430,0.286146
7.290097,-1.207726,0.297137
7.281335,-1.184430,0.286146
7.291949,-1.204546,0.298566
7.275345,-1.194419,0.283212
7.251704,-1.257550,0.454327
7.251891,-1.256935,0.456157
7.265661,-1.271632,0.471011
7.267513,-1.268453,0.472440
7.256899,-1.248338,0.460021
7.264098,-1.275721,0.482135
7.250327,-1.261024,0.467282
7.255335,-1.252426,0.471145
7.265950,-1.272541,0.483564
7.239401,-1.289726,0.541871
7.249346,-1.262414,0.468209
7.263147,-1.277145,0.483096
7.253140,-1.304391,0.556692
7.239587,-1.289111,0.543700
7.253358,-1.303808,0.558553
7.255210,-1.300629,0.559982
7.239587,-1.289111,0.543700
7.255210,-1.300629,0.559982
7.244596,-1.280514,0.547564
7.251794,-1.307897,0.569679
7.238024,-1.293200,0.554824
7.243032,-1.284602,0.558688
7.253646,-1.304718,0.571108
7.237042,-1.294591,0.555753
7.213401,-1.357721,0.726868
7.321768,-1.327207,0.532847
7.319915,-1.330386,0.531419
7.294463,-1.396951,0.712524
7.296619,-1.393249,0.714188
7.344393,-1.338467,0.517670
7.319915,-1.330386,0.531419
7.321768,-1.327207,0.532847
7.346245,-1.335287,0.519099
7.352411,-1.317498,0.460619
7.344393,-1.338467,0.517670
7.346245,-1.335287,0.519099
7.354263,-1.314318,0.462048
7.332766,-1.296780,0.439983
7.352411,-1.317498,0.460619
7.354263,-1.314318,0.462048
7.334618,-1.293600,0.441412
7.360071,-1.227035,0.260306
7.358219,-1.230215,0.258877
7.332766,-1.296780,0.439983
7.334618,-1.293600,0.441412
7.382697,-1.238295,0.245129
7.358219,-1.230215,0.258877
7.360071,-1.227035,0.260306
7.384549,-1.235116,0.246558
7.390714,-1.217326,0.188078
7.382697,-1.238295,0.245129
7.384549,-1.235116,0.246558
7.392566,-1.214147,0.189507
7.371069,-1.196608,0.167443
7.390714,-1.217326,0.188078
7.392566,-1.214147,0.189507
7.372921,-1.193429,0.168872
7.398374,-1.126863,-0.012235
7.396522,-1.130043,-0.013664
7.371069,-1.196608,0.167443
7.372921,-1.193429,0.168872
7.421000,-1.138124,-0.027411
7.396522,-1.130043,-0.013664
7.398374,-1.126863,-0.012235
7.422852,-1.134944,-0.025982
7.429018,-1.117155,-0.084462
7.421000,-1.138124,-0.027411
7.422852,-1.134944,-0.025982
7.430870,-1.113975,-0.083033
7.409372,-1.096437,-0.105098
7.429018,-1.117155,-0.084462
7.430870,-1.113975,-0.083033
7.411224,-1.093257,-0.103669
7.436677,-1.026692,-0.284775
7.434824,-1.029871,-0.286204
7.409372,-1.096437,-0.105098
7.411224,-1.093257,-0.103669
7.459302,-1.037952,-0.299953
7.434824,-1.029871,-0.286204
7.436677,-1.026692,-0.284775
7.461154,-1.034772,-0.298524
7.467320,-1.016983,-0.357003
7.459302,-1.037952,-0.299953
7.461154,-1.034772,-0.298524
7.469172,-1.013804,-0.355574
7.447675,-0.996265,-0.377640
7.467320,-1.016983,-0.357003
7.469172,-1.013804,-0.355574
7.449528,-0.993085,-0.376211
7.474980,-0.926520,-0.557316
7.473128,-0.929700,-0.558745
7.447675,-0.996265,-0.377640
7.449528,-0.993085,-0.376211
7.497606,-0.937780,-0.572494
7.473128,-0.929700,-0.558745
7.474980,-0.926520,-0.557316
7.499458,-0.934601,-0.571065
7.505624,-0.916811,-0.629545
7.497606,-0.937780,-0.572494
7.499458,-0.934601,-0.571065
7.507476,-0.913632,-0.628116
7.485978,-0.896093,-0.650181
7.505624,-0.916811,-0.629545
7.507476,-0.913632,-0.628116
7.487831,-0.892913,-0.648752
7.513284,-0.826348,-0.829858
7.511431,-0.829528,-0.831287
7.485978,-0.896093,-0.650181
7.487831,-0.892913,-0.648752
7.535909,-0.837608,-0.845035
