x,y,z
4.134473,0.021311,-2.430520
4.130268,0.042339,-2.428625
4.122033,0.062192,-2.328993
4.109951,0.079897,-2.327228
4.110812,0.080522,-2.328993
4.096093,0.096106,-2.327228
4.089319,0.089332,-2.322172
4.079884,0.109964,-2.317117
4.074253,0.102212,-2.322172
4.062179,0.122046,-2.315352
4.042327,0.130280,-2.247849
4.021302,0.134508,-2.245945
4.000000,0.120877,-2.230628
3.981094,0.119380,-2.230628
3.981931,0.114095,-2.229136
3.963067,0.113680,-2.227375
3.964304,0.109873,-2.229136
4.113049,0.000013,-2.452535
4.108545,0.000013,-2.454268
3.933551,-0.091446,-2.452535
3.919967,-0.110143,-2.430520
3.903154,-0.096833,-2.428625
3.889188,-0.080497,-2.328993
3.877967,-0.062166,-2.328993
3.878915,-0.061683,-2.327228
3.869561,-0.031192,-2.326506
3.879857,-0.039024,-2.322172
3.875239,-0.019748,-2.322172
3.865777,-0.021246,-2.317117
3.863029,0.000013,-2.315352
3.864725,0.021438,-2.247849
3.870483,0.042095,-2.245945
3.892317,0.054880,-2.230628
3.902218,0.071055,-2.230628
3.906547,0.067910,-2.229136
3.950726,-0.096694,-2.454268
3.948681,-0.100707,-2.452535
3.915495,0.084518,-2.227375
3.918326,0.081687,-2.229136
3.945745,0.106495,-2.227375
3.929750,0.096704,-2.227375
3.929750,0.096704,-2.199967
3.945745,0.106495,-2.199967
4.113049,0.000013,-2.452535
4.136160,0.000013,-2.430520
4.135275,0.021438,-2.428625
4.130268,0.042339,-2.328993
4.122033,0.062192,-2.328993
4.121085,0.061708,-2.327228
4.102200,0.074265,-2.322172
4.109951,0.079897,-2.327228
4.089319,0.089332,-2.322172
4.096093,0.096106,-2.317117
4.080510,0.110825,-2.315352
4.062179,0.122046,-2.247849
4.042083,0.129530,-2.245945
4.018906,0.119380,-2.230628
4.000000,0.115526,-2.229136
4.000000,0.120877,-2.230628
3.981931,0.114095,-2.229136
3.981305,0.118049,-2.227375
3.963067,0.113680,-2.227375
3.963067,0.113680,-2.199967
4.107200,-0.016966,-2.454268
4.111649,-0.017671,-2.452535
3.948681,-0.100707,-2.452535
3.938190,-0.121297,-2.430520
3.919490,-0.110800,-2.428625
3.903154,-0.096833,-2.328993
3.889188,-0.080497,-2.328993
3.890049,-0.079871,-2.327228
3.878915,-0.061683,-2.327228
3.887451,-0.057334,-2.322172
3.870745,-0.041985,-2.327228
3.879857,-0.039024,-2.322172
3.870745,-0.041985,-2.317117
3.864725,-0.021413,-2.315352
3.863029,0.000013,-2.247849
3.865504,0.021315,-2.245945
3.885051,0.037362,-2.230628
3.897084,0.052451,-2.229136
3.892317,0.054880,-2.230628
3.906547,0.067910,-2.229136
3.903309,0.070263,-2.227375
3.966458,-0.103219,-2.454268
3.965066,-0.107503,-2.452535
3.915495,0.084518,-2.227375
3.915495,0.084518,-2.199967
3.930209,0.096072,-2.198059
3.946099,0.105799,-2.198059
4.111649,-0.017671,-2.452535
4.134473,-0.021286,-2.430520
4.136971,0.000013,-2.428625
4.132932,0.031217,-2.337540
4.132932,0.031217,-2.328993
4.129255,0.042010,-2.327228
4.130268,0.042339,-2.328993
4.121085,0.061708,-2.327228
4.112549,0.057359,-2.322172
4.109951,0.079897,-2.317117
4.102200,0.074265,-2.322172
4.096846,0.096859,-2.315352
4.080510,0.110825,-2.247849
4.061821,0.121343,-2.245945
4.037349,0.114962,-2.230628
4.018906,0.119380,-2.230628
4.018069,0.114095,-2.229136
4.000000,0.119530,-2.227375
4.000000,0.115526,-2.229136
3.981305,0.118049,-2.227375
3.981305,0.118049,-2.199967
3.963309,0.112938,-2.198059
4.107516,-0.034921,-2.452535
4.103232,-0.033529,-2.454268
3.965066,-0.107503,-2.452535
3.957924,-0.129483,-2.430520
3.937821,-0.122020,-2.428625
3.919490,-0.110800,-2.328993
3.903154,-0.096833,-2.328993
3.903907,-0.096081,-2.327228
3.890049,-0.079871,-2.327228
3.897800,-0.074240,-2.322172
3.887451,-0.057334,-2.322172
3.878915,-0.061683,-2.317117
3.869732,-0.042314,-2.315352
3.864725,-0.021413,-2.247849
3.863817,0.000013,-2.245945
3.880633,0.018919,-2.230628
3.885051,0.037362,-2.230628
3.890140,0.035708,-2.229136
3.893518,0.054268,-2.227375
3.897084,0.052451,-2.229136
3.903309,0.070263,-2.227375
3.903309,0.070263,-2.199967
3.983021,-0.107187,-2.454268
3.982317,-0.111636,-2.452535
3.916047,0.083965,-2.198059
3.943398,0.077915,-2.175237
3.956292,0.085791,-2.175222
4.107516,-0.034921,-2.452535
4.129495,-0.042063,-2.430520
4.135275,-0.021413,-2.428625
4.135275,0.021438,-2.337540
4.136971,0.000013,-2.337540
4.132932,0.031217,-2.328993
4.131841,0.031217,-2.327228
4.120143,0.039050,-2.322172
4.129255,0.042010,-2.327228
4.112549,0.057359,-2.322172
4.121085,0.061708,-2.317117
4.110812,0.080522,-2.315352
4.096846,0.096859,-2.247849
4.080046,0.110187,-2.245945
4.054867,0.107696,-2.230628
4.035696,0.109873,-2.229136
4.037349,0.114962,-2.230628
4.018069,0.114095,-2.229136
4.018695,0.118049,-2.227375
4.000000,0.119530,-2.199967
4.000000,0.119530,-2.227375
3.981427,0.117278,-2.198059
3.970250,0.091569,-2.175211
4.096707,-0.049262,-2.454268
4.100720,-0.051307,-2.452535
3.982317,-0.111636,-2.452535
3.978702,-0.134460,-2.430520
3.957674,-0.130255,-2.428625
3.937821,-0.122020,-2.328993
3.919490,-0.110800,-2.328993
3.920116,-0.109938,-2.327228
3.903907,-0.096081,-2.327228
3.910681,-0.089306,-2.322172
3.897800,-0.074240,-2.322172
3.890049,-0.079871,-2.317117
3.877967,-0.062166,-2.315352
3.869732,-0.042314,-2.247849
3.865504,-0.021289,-2.245945
3.879135,0.000013,-2.230628
3.885917,0.018082,-2.229136
3.880633,0.018919,-2.230628
3.890140,0.035708,-2.229136
3.886333,0.036945,-2.227375
3.893518,0.054268,-2.227375
3.893518,0.054268,-2.199967
3.903940,0.069804,-2.198059
4.000000,-0.108532,-2.454268
4.000000,-0.113036,-2.452535
3.931900,0.068108,-2.175255
4.100720,-0.051307,-2.452535
4.121310,-0.061798,-2.430520
4.130268,-0.042314,-2.428625
4.135275,-0.021413,-2.337540
4.130439,0.031217,-2.326506
4.124761,0.019773,-2.322172
4.132613,0.021229,-2.326394
4.129255,0.042010,-2.317117
4.120143,0.039050,-2.322172
4.122033,0.062192,-2.315352
4.110812,0.080522,-2.247849
4.096288,0.096301,-2.245945
4.071042,0.097794,-2.230628
4.052438,0.102928,-2.229136
4.054867,0.107696,-2.230628
4.036933,0.113680,-2.227375
4.035696,0.109873,-2.229136
4.018695,0.118049,-2.227375
4.018695,0.118049,-2.199967
4.000000,0.118749,-2.198059
3.984942,0.095082,-2.175204
4.091459,-0.066436,-2.452535
4.087814,-0.063788,-2.454268
4.000000,-0.113036,-2.452535
4.000000,-0.136147,-2.430520
3.978575,-0.135262,-2.428625
3.957674,-0.130255,-2.328993
3.937821,-0.122020,-2.328993
3.938304,-0.121072,-2.327228
3.920116,-0.109938,-2.327228
3.925747,-0.102187,-2.322172
3.910681,-0.089306,-2.322172
3.903907,-0.096081,-2.317117
3.889188,-0.080497,-2.315352
3.877967,-0.062166,-2.247849
3.870483,-0.042070,-2.245945
3.880633,-0.018893,-2.230628
3.879135,0.000013,-2.230628
3.884486,0.000013,-2.229136
3.881964,0.018708,-2.227375
3.885917,0.018082,-2.229136
3.886333,0.036945,-2.227375
3.886333,0.036945,-2.199967
3.894213,0.053914,-2.198059
3.922063,0.056633,-2.175277
4.016979,-0.107187,-2.454268
4.017683,-0.111636,-2.452535
4.000000,-0.113036,-2.452535
4.000000,-0.108532,-2.454268
3.956292,0.085791,-2.175222
3.943398,0.077915,-2.175237
3.947326,0.072496,-2.175247
3.959325,0.079825,-2.175233
4.091459,-0.066436,-2.452535
4.110155,-0.080020,-2.430520
4.122033,-0.062166,-2.428625
4.132932,-0.031192,-2.337540
4.124761,0.019773,-2.322172
4.134223,0.021272,-2.317117
4.126326,0.000013,-2.322172
4.134223,0.000013,-2.326340
4.130268,0.042339,-2.315352
4.122033,0.062192,-2.247849
4.110174,0.080059,-2.245945
4.085458,0.085470,-2.230628
4.067897,0.093465,-2.229136
4.071042,0.097794,-2.230628
4.054255,0.106495,-2.227375
4.052438,0.102928,-2.229136
4.036933,0.113680,-2.199967
4.036933,0.113680,-2.227375
4.018573,0.117278,-2.198059
3.990702,0.099356,-2.179086
4.000004,0.100092,-2.179086
3.970250,0.091569,-2.175211
3.972315,0.085203,-2.175223
4.076747,-0.076734,-2.454268
4.079932,-0.079919,-2.452535
4.000000,-0.113036,-2.452535
4.017683,-0.111636,-2.452535
4.021298,-0.134460,-2.430520
4.000000,-0.136147,-2.430520
4.000000,-0.136959,-2.428625
3.978575,-0.135262,-2.328993
3.957674,-0.130255,-2.328993
3.958002,-0.129243,-2.327228
3.938304,-0.121072,-2.327228
3.942654,-0.112536,-2.322172
3.925747,-0.102187,-2.322172
3.920116,-0.109938,-2.317117
3.903154,-0.096833,-2.315352
3.889188,-0.080497,-2.247849
3.878670,-0.061808,-2.245945
3.885051,-0.037337,-2.230628
3.885917,-0.018056,-2.229136
3.880633,-0.018893,-2.230628
3.884486,0.000013,-2.229136
3.880483,0.000013,-2.227375
3.881964,0.018708,-2.227375
3.881964,0.018708,-2.199967
3.887075,0.036704,-2.198059
3.914150,0.043751,-2.175301
4.033542,-0.103219,-2.454268
4.034934,-0.107503,-2.452535
3.931900,0.068108,-2.175255
3.936626,0.063370,-2.175264
3.959325,0.079825,-2.175233
3.947326,0.072496,-2.175247
3.953679,0.063755,-2.164024
3.964226,0.070209,-2.164022
4.079932,-0.079919,-2.452535
4.096272,-0.096259,-2.430520
4.110812,-0.080497,-2.428625
4.130268,-0.042314,-2.328993
4.122033,-0.062166,-2.328993
4.131841,-0.031192,-2.327228
4.129255,-0.041985,-2.327228
4.130268,-0.042314,-2.328993
4.132932,-0.031192,-2.328993
4.135907,0.000013,-2.317117
4.126326,0.000013,-2.322172
4.135275,0.021438,-2.315352
4.124761,-0.019748,-2.322172
4.132613,-0.021203,-2.326394
4.130268,0.042339,-2.247849
4.121330,0.061834,-2.245945
4.097782,0.071055,-2.230628
4.081674,0.081687,-2.229136
4.085458,0.085470,-2.230628
4.070250,0.096704,-2.227375
4.067897,0.093465,-2.229136
4.054255,0.106495,-2.227375
4.054255,0.106495,-2.199967
4.036692,0.112937,-2.198059
4.009315,0.099354,-2.179086
3.990702,0.095538,-2.175204
3.984942,0.095082,-2.175204
3.985987,0.088472,-2.175217
3.972315,0.085203,-2.175223
3.975649,0.074946,-2.164021
4.066449,-0.091446,-2.452535
4.063801,-0.087802,-2.454268
4.034934,-0.107503,-2.452535
4.042076,-0.129483,-2.430520
4.021425,-0.135262,-2.428625
4.000000,-0.136959,-2.428625
4.000000,-0.136959,-2.328993
3.978575,-0.135262,-2.328993
3.978741,-0.134211,-2.327228
3.958002,-0.129243,-2.327228
3.960963,-0.120130,-2.322172
3.942654,-0.112536,-2.322172
3.938304,-0.121072,-2.317117
3.919490,-0.110800,-2.315352
3.903154,-0.096833,-2.247849
3.889826,-0.080033,-2.245945
3.892317,-0.054855,-2.230628
3.885051,-0.037337,-2.230628
3.890140,-0.035683,-2.229136
3.881964,-0.018682,-2.227375
3.885917,-0.018056,-2.229136
3.880483,0.000013,-2.227375
3.880483,0.000013,-2.199967
3.882735,0.018586,-2.198059
3.908333,0.029793,-2.175327
3.922063,0.056633,-2.175277
3.927471,0.052691,-2.175284
4.049274,-0.096694,-2.454268
4.051319,-0.100707,-2.452535
3.936626,0.063370,-2.175264
3.944279,0.055721,-2.164026
4.066449,-0.091446,-2.452535
4.080033,-0.110143,-2.430520
4.096846,-0.096833,-2.428625
4.110812,-0.080497,-2.328993
4.122033,-0.062166,-2.328993
4.121085,-0.061683,-2.327228
4.130439,-0.031192,-2.326506
4.120143,-0.039024,-2.322172
4.129255,-0.041985,-2.327228
4.131841,-0.031192,-2.327228
4.136971,0.000013,-2.315352
4.124761,-0.019748,-2.322172
4.134223,-0.021246,-2.317117
4.135275,0.021438,-2.247849
4.129517,0.042095,-2.245945
4.107683,0.054880,-2.230628
4.093453,0.067910,-2.229136
4.097782,0.071055,-2.230628
4.084505,0.084517,-2.227375
4.081674,0.081687,-2.229136
4.070250,0.096704,-2.199967
4.070250,0.096704,-2.227375
4.053901,0.105799,-2.198059
4.029750,0.091569,-2.175211
4.015058,0.095082,-2.175204
4.009315,0.095536,-2.175204
4.009315,0.099354,-2.179086
4.000004,0.100092,-2.179086
4.000008,0.089745,-2.179086
4.009315,0.089036,-2.179086
3.990702,0.089036,-2.179086
3.990702,0.099356,-2.179086
3.990702,0.095538,-2.175204
3.990686,0.088939,-2.175216
3.990686,0.088939,-2.175216
3.990702,0.095538,-2.175204
3.990702,0.099356,-2.179086
3.990702,0.089036,-2.179086
3.976779,0.071467,-2.158915
3.965888,0.066949,-2.158915
4.051319,-0.100707,-2.452535
4.061810,-0.121297,-2.430520
4.042327,-0.130255,-2.428625
4.021425,-0.135262,-2.328993
4.000000,-0.136959,-2.328993
4.000000,-0.136959,-2.328993
4.000000,-0.135894,-2.327228
3.978741,-0.134211,-2.327228
3.980240,-0.124748,-2.322172
3.960963,-0.120130,-2.322172
3.958002,-0.129243,-2.317117
3.937821,-0.122020,-2.315352
3.919490,-0.110800,-2.247849
3.903712,-0.096276,-2.245945
3.902218,-0.071030,-2.230628
3.897084,-0.052425,-2.229136
3.892317,-0.054855,-2.230628
3.890140,-0.035683,-2.229136
3.886333,-0.036920,-2.227375
3.881964,-0.018682,-2.227375
3.881964,-0.018682,-2.199967
3.881264,0.000013,-2.198059
3.904784,0.015089,-2.175354
3.914150,0.043751,-2.175301
3.920108,0.040703,-2.175306
3.927471,0.052691,-2.175284
3.936241,0.046323,-2.164028
3.946869,0.053131,-2.158915
3.955831,0.060793,-2.158915
4.080510,-0.110800,-2.428625
4.096846,-0.096833,-2.328993
4.109951,-0.079871,-2.327228
4.110812,-0.080497,-2.328993
4.121085,-0.061683,-2.327228
4.112549,-0.057334,-2.322172
4.129255,-0.041985,-2.317117
4.120143,-0.039024,-2.322172
4.136971,0.000013,-2.247849
4.135275,-0.021413,-2.315352
4.134496,0.021315,-2.245945
4.114949,0.037362,-2.230628
4.102916,0.052451,-2.229136
4.107683,0.054880,-2.230628
4.096691,0.070263,-2.227375
4.093453,0.067910,-2.229136
4.084505,0.084517,-2.227375
4.084505,0.084517,-2.199967
4.069791,0.096072,-2.198059
4.043708,0.085791,-2.175222
4.009315,0.095536,-2.175204
4.009315,0.099354,-2.179086
4.009315,0.089036,-2.179086
4.009399,0.088933,-2.175216
4.015058,0.095082,-2.175204
4.009315,0.095536,-2.175204
4.009399,0.088933,-2.175216
4.014013,0.088472,-2.175217
4.009315,0.089036,-2.179086
4.000008,0.089745,-2.179086
4.000003,0.089690,-2.175215
4.009399,0.088933,-2.175216
3.990702,0.089036,-2.179086
3.990686,0.088939,-2.175216
3.988246,0.074213,-2.158915
4.062179,-0.122020,-2.428625
4.042327,-0.130255,-2.328993
4.021425,-0.135262,-2.328993
4.021259,-0.134211,-2.327228
4.000000,-0.135894,-2.327228
4.000000,-0.136959,-2.328993
4.000000,-0.135894,-2.327228
4.000000,-0.126313,-2.322172
3.980240,-0.124748,-2.322172
3.978741,-0.134211,-2.317117
3.957674,-0.130255,-2.315352
3.937821,-0.122020,-2.247849
3.919954,-0.110161,-2.245945
3.914542,-0.085445,-2.230628
3.902218,-0.071030,-2.230628
3.906547,-0.067885,-2.229136
3.893518,-0.054243,-2.227375
3.897084,-0.052425,-2.229136
3.886333,-0.036920,-2.227375
3.886333,-0.036920,-2.199967
3.882735,-0.018560,-2.198059
3.900657,0.009315,-2.179086
3.899921,0.000009,-2.179086
3.904316,0.009315,-2.175365
3.914695,0.027713,-2.175331
3.908333,0.029793,-2.175327
3.904784,0.015089,-2.175354
3.911391,0.014030,-2.175356
3.920108,0.040703,-2.175306
3.929783,0.035777,-2.164031
3.939207,0.044169,-2.158915
4.080510,-0.110800,-2.328993
4.096846,-0.096833,-2.328993
4.096093,-0.096081,-2.327228
4.102200,-0.074240,-2.322172
4.109951,-0.079871,-2.327228
4.112549,-0.057334,-2.322172
4.121085,-0.061683,-2.317117
4.130268,-0.042314,-2.315352
4.135275,-0.021413,-2.247849
4.136183,0.000013,-2.245945
4.119367,0.018919,-2.230628
4.109860,0.035708,-2.229136
4.114949,0.037362,-2.230628
4.106482,0.054268,-2.227375
4.102916,0.052451,-2.229136
4.096691,0.070263,-2.199967
4.096691,0.070263,-2.227375
4.083953,0.083965,-2.198059
4.056602,0.077914,-2.175237
4.027685,0.085203,-2.175223
4.029750,0.091569,-2.175211
4.000000,0.078801,-2.164020
4.000003,0.089690,-2.175215
3.977317,0.069810,-2.154228
3.966679,0.065397,-2.154228
4.062179,-0.122020,-2.328993
4.042327,-0.130255,-2.328993
4.041998,-0.129243,-2.327228
4.021259,-0.134211,-2.327228
4.019760,-0.124748,-2.322172
4.000000,-0.126313,-2.322172
4.000000,-0.135894,-2.327228
4.000000,-0.126313,-2.322172
4.000000,-0.135894,-2.317117
3.978575,-0.135262,-2.315352
3.957674,-0.130255,-2.247849
3.938179,-0.121318,-2.245945
3.928958,-0.097769,-2.230628
3.918326,-0.081662,-2.229136
3.914542,-0.085445,-2.230628
3.906547,-0.067885,-2.229136
3.903309,-0.070238,-2.227375
3.893518,-0.054243,-2.227375
3.893518,-0.054243,-2.199967
3.887075,-0.036679,-2.198059
3.900658,-0.009298,-2.179086
3.904316,0.009315,-2.175365
3.900657,0.009315,-2.179086
3.910964,0.009315,-2.179086
3.910987,0.009321,-2.175365
3.904316,0.009315,-2.175365
3.910987,0.009321,-2.175365
3.914695,0.027713,-2.175331
3.925042,0.024355,-2.164034
3.933051,0.034112,-2.158915
3.948101,0.051899,-2.154228
3.956855,0.059384,-2.154228
4.079884,-0.109938,-2.327228
4.080510,-0.110800,-2.328993
4.096093,-0.096081,-2.327228
4.089319,-0.089306,-2.322172
4.109951,-0.079871,-2.317117
4.102200,-0.074240,-2.322172
4.122033,-0.062166,-2.315352
4.130268,-0.042314,-2.247849
4.134496,-0.021289,-2.245945
4.120865,0.000013,-2.230628
4.114083,0.018082,-2.229136
4.119367,0.018919,-2.230628
4.113667,0.036945,-2.227375
4.109860,0.035708,-2.229136
4.106482,0.054268,-2.227375
4.106482,0.054268,-2.199967
4.096060,0.069804,-2.198059
4.068100,0.068108,-2.175255
4.043708,0.085791,-2.175222
4.040675,0.079825,-2.175233
4.024351,0.074945,-2.164021
4.027685,0.085203,-2.175223
4.000000,0.075144,-2.158915
3.988518,0.072493,-2.154228
3.966976,0.064813,-2.089622
3.977520,0.069186,-2.089622
4.062179,-0.122020,-2.328993
4.061696,-0.121072,-2.327228
4.041998,-0.129243,-2.327228
4.039037,-0.120130,-2.322172
4.019760,-0.124748,-2.322172
4.021259,-0.134211,-2.317117
4.000000,-0.135894,-2.317117
4.000000,-0.126313,-2.322172
4.000000,-0.136959,-2.315352
3.978575,-0.135262,-2.247849
3.957917,-0.129505,-2.245945
3.945133,-0.107670,-2.230628
3.928958,-0.097769,-2.230628
3.932103,-0.093440,-2.229136
3.915495,-0.084492,-2.227375
3.918326,-0.081662,-2.229136
3.903309,-0.070238,-2.227375
3.903309,-0.070238,-2.199967
3.894213,-0.053888,-2.198059
3.908231,-0.029809,-2.175439
3.904730,-0.015081,-2.175411
3.904283,-0.009298,-2.175400
3.900657,0.009315,-2.179086
3.899921,0.000009,-2.179086
3.910255,0.000008,-2.179086
3.910964,0.009315,-2.179086
3.928534,0.023221,-2.158915
3.940616,0.043145,-2.154228
3.957241,0.058853,-2.089622
3.948564,0.051436,-2.089622
4.074253,-0.102187,-2.322172
4.079884,-0.109938,-2.327228
4.089319,-0.089306,-2.322172
4.096093,-0.096081,-2.317117
4.110812,-0.080497,-2.315352
4.122033,-0.062166,-2.247849
4.129517,-0.042070,-2.245945
4.119367,-0.018893,-2.230628
4.115514,0.000013,-2.229136
4.120865,0.000013,-2.230628
4.118036,0.018708,-2.227375
4.114083,0.018082,-2.229136
4.113667,0.036945,-2.199967
4.113667,0.036945,-2.227375
4.105787,0.053914,-2.198059
4.077937,0.056633,-2.175277
4.052674,0.072496,-2.175247
4.056602,0.077914,-2.175237
4.040675,0.079825,-2.175233
4.035774,0.070209,-2.164022
4.011754,0.074213,-2.158915
4.023221,0.071466,-2.158915
4.000000,0.073403,-2.154228
3.988621,0.071845,-2.089622
4.061696,-0.121072,-2.327228
4.057346,-0.112536,-2.322172
4.039037,-0.120130,-2.322172
4.041998,-0.129243,-2.317117
4.021425,-0.135262,-2.315352
4.000000,-0.136959,-2.315352
4.000000,-0.136959,-2.247849
3.978698,-0.134483,-2.245945
3.962651,-0.114936,-2.230628
3.947562,-0.102903,-2.229136
3.945133,-0.107670,-2.230628
3.932103,-0.093440,-2.229136
3.929750,-0.096679,-2.227375
3.915495,-0.084492,-2.227375
3.915495,-0.084492,-2.199967
3.903940,-0.069779,-2.198059
3.914010,-0.043806,-2.175465
3.900658,-0.009298,-2.179086
3.910964,-0.009298,-2.179086
3.910964,0.009315,-2.179086
3.910255,0.000008,-2.179086
3.910255,0.000000,-2.175382
3.910987,0.009321,-2.175365
3.921178,-0.000001,-2.164041
3.910255,0.000000,-2.175382
3.925787,0.011754,-2.158915
3.934603,0.033322,-2.154228
3.941147,0.042759,-2.089622
4.079884,-0.109938,-2.317117
4.074253,-0.102187,-2.322172
4.096846,-0.096833,-2.315352
4.110812,-0.080497,-2.247849
4.121330,-0.061808,-2.245945
4.114949,-0.037337,-2.230628
4.114083,-0.018056,-2.229136
4.119367,-0.018893,-2.230628
4.119517,0.000013,-2.227375
4.115514,0.000013,-2.229136
4.118036,0.018708,-2.227375
4.118036,0.018708,-2.199967
4.112925,0.036704,-2.198059
4.085850,0.043751,-2.175301
4.068100,0.068108,-2.175255
4.063374,0.063370,-2.175264
4.046321,0.063755,-2.164024
4.052674,0.072496,-2.175247
4.034112,0.066949,-2.158915
4.011482,0.072493,-2.154228
4.000000,0.072747,-2.089622
4.057346,-0.112536,-2.322172
4.061696,-0.121072,-2.317117
4.042327,-0.130255,-2.315352
4.021425,-0.135262,-2.247849
4.000000,-0.136959,-2.247849
4.000000,-0.136170,-2.245945
3.981094,-0.119355,-2.230628
3.962651,-0.114936,-2.230628
3.964304,-0.109847,-2.229136
3.945745,-0.106470,-2.227375
3.947562,-0.102903,-2.229136
3.929750,-0.096679,-2.227375
3.929750,-0.096679,-2.199967
3.916047,-0.083940,-2.198059
3.921898,-0.056736,-2.175489
3.904730,-0.015081,-2.175411
3.908231,-0.029809,-2.175439
3.914600,-0.027752,-2.175435
3.911342,-0.014046,-2.175409
3.910964,-0.009298,-2.179086
3.900658,-0.009298,-2.179086
3.904283,-0.009298,-2.175400
3.910972,-0.009334,-2.175400
3.910972,-0.009334,-2.175400
3.904283,-0.009298,-2.175400
3.910964,-0.009298,-2.179086
3.910972,-0.009334,-2.175400
3.924856,0.000000,-2.158915
3.930190,0.022683,-2.154228
3.935187,0.033024,-2.089622
4.080510,-0.110800,-2.315352
4.096846,-0.096833,-2.247849
4.110174,-0.080033,-2.245945
4.107683,-0.054855,-2.230628
4.109860,-0.035683,-2.229136
4.114949,-0.037337,-2.230628
4.118036,-0.018682,-2.227375
4.114083,-0.018056,-2.229136
4.119517,0.000013,-2.199967
4.119517,0.000013,-2.227375
4.117265,0.018586,-2.198059
4.091667,0.029793,-2.175327
4.072529,0.052691,-2.175284
4.077937,0.056633,-2.175277
4.063374,0.063370,-2.175264
4.055721,0.055721,-2.164026
4.044169,0.060793,-2.158915
4.022683,0.069810,-2.154228
4.011379,0.071845,-2.089622
4.062179,-0.122020,-2.315352
4.042327,-0.130255,-2.247849
4.021302,-0.134483,-2.245945
4.000000,-0.136170,-2.245945
4.000000,-0.120852,-2.230628
3.981931,-0.114070,-2.229136
3.981094,-0.119355,-2.230628
3.964304,-0.109847,-2.229136
3.963067,-0.113655,-2.227375
3.945745,-0.106470,-2.227375
3.945745,-0.106470,-2.199967
3.930209,-0.096047,-2.198059
3.931727,-0.068265,-2.175511
3.914010,-0.043806,-2.175465
3.919977,-0.040778,-2.175459
3.914600,-0.027752,-2.175435
3.925030,-0.024360,-2.164047
3.927507,0.011482,-2.154228
3.930814,0.022480,-2.089622
4.080510,-0.110800,-2.247849
4.096288,-0.096276,-2.245945
4.097782,-0.071030,-2.230628
4.102916,-0.052425,-2.229136
4.107683,-0.054855,-2.230628
4.113667,-0.036920,-2.227375
4.109860,-0.035683,-2.229136
4.118036,-0.018682,-2.227375
4.118036,-0.018682,-2.199967
4.118736,0.000013,-2.198059
4.095216,0.015089,-2.175354
4.085850,0.043751,-2.175301
4.079892,0.040703,-2.175306
4.063759,0.046323,-2.164028
4.072529,0.052691,-2.175284
4.053131,0.053131,-2.158915
4.033321,0.065397,-2.154228
4.022480,0.069186,-2.089622
4.062179,-0.122020,-2.247849
4.042083,-0.129505,-2.245945
4.018906,-0.119355,-2.230628
4.000000,-0.120852,-2.230628
4.000000,-0.120852,-2.230628
4.000000,-0.115501,-2.229136
3.981305,-0.118024,-2.227375
3.981931,-0.114070,-2.229136
3.963067,-0.113655,-2.227375
3.963067,-0.113655,-2.199967
3.946099,-0.105774,-2.198059
3.943233,-0.078125,-2.175529
3.921898,-0.056736,-2.175489
3.927318,-0.052811,-2.175482
3.919977,-0.040778,-2.175459
3.929766,-0.035786,-2.164050
3.926597,0.000000,-2.154228
3.925787,-0.011754,-2.158915
3.928155,0.011379,-2.089622
4.080046,-0.110161,-2.245945
4.085458,-0.085445,-2.230628
4.093453,-0.067885,-2.229136
4.097782,-0.071030,-2.230628
4.106482,-0.054243,-2.227375
4.102916,-0.052425,-2.229136
4.113667,-0.036920,-2.199967
4.113667,-0.036920,-2.227375
4.117265,-0.018560,-2.198059
4.099344,0.009298,-2.179086
4.100079,0.000000,-2.179086
4.095685,0.009298,-2.175365
4.095216,0.015089,-2.175354
4.091667,0.029793,-2.175327
4.085305,0.027713,-2.175331
4.088609,0.014030,-2.175356
4.079892,0.040703,-2.175306
4.070217,0.035777,-2.164031
4.060793,0.044169,-2.158915
4.043145,0.059384,-2.154228
4.033024,0.064813,-2.089622
4.061821,-0.121318,-2.245945
4.037349,-0.114936,-2.230628
4.018069,-0.114070,-2.229136
4.000000,-0.115501,-2.229136
4.000000,-0.120852,-2.230628
4.018906,-0.119355,-2.230628
4.000000,-0.115501,-2.229136
4.000000,-0.119504,-2.227375
3.981305,-0.118024,-2.227375
3.981305,-0.118024,-2.199967
3.963309,-0.112912,-2.198059
3.956151,-0.086050,-2.175544
3.931727,-0.068265,-2.175511
3.936465,-0.063540,-2.175502
3.927318,-0.052811,-2.175482
3.936222,-0.046338,-2.164053
3.933051,-0.034112,-2.158915
3.928534,-0.023221,-2.158915
3.927507,-0.011482,-2.154228
3.927253,0.000000,-2.089622
4.071042,-0.097769,-2.230628
4.081674,-0.081662,-2.229136
4.085458,-0.085445,-2.230628
4.096691,-0.070238,-2.227375
4.093453,-0.067885,-2.229136
4.106482,-0.054243,-2.227375
4.106482,-0.054243,-2.199967
4.112925,-0.036679,-2.198059
4.099341,-0.009315,-2.179086
4.089036,0.009298,-2.179086
4.099344,0.009298,-2.179086
4.095685,0.009298,-2.175365
4.089013,0.009304,-2.175365
4.095685,0.009298,-2.175365
4.089013,0.009304,-2.175365
4.085305,0.027713,-2.175331
4.074958,0.024355,-2.164034
4.066949,0.034112,-2.158915
4.051899,0.051899,-2.154228
4.042759,0.058853,-2.089622
4.054867,-0.107670,-2.230628
